Id_Athlete,Athlete,Gender,Medal
,"CALLIGARIS, Novella",Women,Bronze
,"ROTHHAMMER, Keena Ruth",Women,Gold
,"GOULD, Shane",Women,Silver
,"ASCH, Peter Gregory",Men,Bronze
,"BARNETT, Steven William",Men,Bronze
,"BRADLEY, Myron Bruce",Men,Bronze
,"COLE, Stanley Clark",Men,Bronze
,"FERGUSON, James Michael",Men,Bronze
,"LINDROTH, Eric Emil",Men,Bronze
,"PARKER, John Michael",Men,Bronze
,"SHEERER, Gary Peter",Men,Bronze
,"SLATTON, James Walter",Men,Bronze
,"WEBB, Russell Irving",Men,Bronze
,"WEITZENBERG, Charles Barry",Men,Bronze
,"AKIMOV, Anatoli",Men,Gold
,"BARKALOV, Aleksei",Men,Gold
,"DOLGUSHIN, Aleksandr",Men,Gold
,"DREVAL, Aleksandr",Men,Gold
,"GULYAEV, Vadim",Men,Gold
,"KABANOV, Aleksandr",Men,Gold
,"MELNIKOV, Nikolai",Men,Gold
,"OSIPOV, Leonid",Men,Gold
,"SHIDLOVSKY, Aleksandr",Men,Gold
,"SHMUDSKY, Vladimir",Men,Gold
,"SOBCHENKO, Viacheslav",Men,Gold
,"BODNAR, Andras",Men,Silver
,"CSERVENYAK, Tibor",Men,Silver
,"FARAGO, Tamas",Men,Silver
,"GÖRGENYI, Istvan",Men,Silver
,"KASAS, Zoltan",Men,Silver
,"KONRAD, Ferenc",Men,Silver
,"MAGAS, Istvan",Men,Silver
,"MOLNAR, Endre",Men,Silver
,"POCSIK, Denes",Men,Silver
,"SAROSI, Laszlo",Men,Silver
,"SZIVOS, Istvan",Men,Silver
,"LAASONEN, Kyösti Kalevi",Men,Bronze
,"WILLIAMS, John Chester",Men,Gold
,"JERVILL, Gunnar",Men,Silver
,"GAPCHENKO, Emma",Women,Bronze
,"WILBER, Doreen Viola Hansen",Women,Gold
,"SZYDLOWSKA, Irena",Women,Silver
,"YIFTER, Miruts",Men,Bronze
,"VIREN, Lasse",Men,Gold
,"PUTTEMANS, Emiel",Men,Silver
,"MILLER, Lennox",Men,Bronze
,"BORZOV, Valery",Men,Gold
,"TAYLOR, Robert",Men,Silver
,"CHIVAS BARO, Silvia",Women,Bronze
,"STECHER, Renate",Women,Gold
,"BOYLE, Raelene Ann",Women,Silver
,"RICHERT-BALZER, Karin",Women,Bronze
,"EHRHARDT, Annelie",Women,Gold
,"BUFANU-STEFANESCU, Valeria",Women,Silver
,"HILL, Thomas",Men,Bronze
,"MILBURN, Rodney Jr.",Men,Gold
,"DRUT, Guy",Men,Silver
,"DIXON, Rodney",Men,Bronze
,"VASALA, Pekka",Men,Gold
,"KEINO, Kipchoge",Men,Silver
,"PIGNI-CACCHI, Paola",Women,Bronze
,"BRAGINA, Lyudmila",Women,Gold
,"HOFFMEISTER, Gunhild",Women,Silver
,"MENNEA, Pietro",Men,Bronze
,"BORZOV, Valery",Men,Gold
,"BLACK, Lawrence J.",Men,Silver
,"SZEWINSKA, Irena",Women,Bronze
,"STECHER, Renate",Women,Gold
,"BOYLE, Raelene Ann",Women,Silver
,"REIMANN, Hans",Men,Bronze
,"FRENKEL, Peter",Men,Gold
,"GOLUBNICHY, Vladimir",Men,Silver
,"KANTANEN, Tapio",Men,Bronze
,"KEINO, Kipchoge",Men,Gold
,"JIPCHO, Benjamin Wabura",Men,Silver
,"SANG, Julius",Men,Bronze
,"MATTHEWS, Vincent Edward",Men,Gold
,"COLLETT, Wayne Curtis",Men,Silver
,"HAMMOND, Kathleen",Women,Bronze
,"ZEHRT, Monika",Women,Gold
,"WILDEN-JAHN, Rita",Women,Silver
,"HEMERY, David Peter",Men,Bronze
,"AKII-BUA, John",Men,Gold
,"MANN, Ralph Vernon",Men,Silver
,"EHL, Klaus",Men,Bronze
,"HIRSCHT, Jobst",Men,Bronze
,"KLOTZ, Karlheinz",Men,Bronze
,"WUCHERER, Gerhard",Men,Bronze
,"BLACK, Lawrence J.",Men,Gold
,"HART, Edward James",Men,Gold
,"TAYLOR, Robert",Men,Gold
,"TINKER, Gerald A.",Men,Gold
,"BORZOV, Valery",Men,Silver
,"KORNELYUK, Aleksandr",Men,Silver
,"LOVETSKY, Vladimir",Men,Silver
,"SILOVS, Yuris",Men,Silver
,"CHIVAS BARO, Silvia",Women,Bronze
,"ELEJALDE DIAZ, Marlene",Women,Bronze
,"ROMAY MARTINEZ, Fulgencia",Women,Bronze
,"VALDES CAPOTE, Carmen",Women,Bronze
,"BECKER-MICKLER, Ingrid",Women,Gold
,"KRAUSE, Christiane",Women,Gold
,"RICHTER-IRRGANG, Annegret",Women,Gold
,"ROSENDAHL, Heidemarie",Women,Gold
,"HEINICH, Christina",Women,Silver
,"KAUFER, Evelyn",Women,Silver
,"STECHER, Renate",Women,Silver
,"STRUPPERT, Bärbel",Women,Silver
,"BERTOULD, Gilles",Men,Bronze
,"CARETTE, Jacques",Men,Bronze
,"KERBIROU, Francis",Men,Bronze
,"VELASQUES, Daniel Roger",Men,Bronze
,"ASATI, Charles",Men,Gold
,"NYAMAU, Hezekiah Munyoro",Men,Gold
,"OUKO, Robert",Men,Gold
,"SANG, Julius",Men,Gold
,"HEMERY, David Peter",Men,Silver
,"JENKINS, David Andrew",Men,Silver
,"PASCOE, Alan Peter",Men,Silver
,"REYNOLDS, Martin Edward",Men,Silver
,"BÖDDING-ECKHOFF, Inge",Women,Bronze
,"FALCK-JANZE, Hildegard",Women,Bronze
,"RÜCKES, Anette",Women,Bronze
,"WILDEN-JAHN, Rita",Women,Bronze
,"KÄSLING, Dagmar",Women,Gold
,"KÜHNE, Rita",Women,Gold
,"SEIDLER, Helga",Women,Gold
,"ZEHRT, Monika",Women,Gold
,"FERGERSON, Mabel",Women,Silver
,"HAMMOND, Kathleen",Women,Silver
,"MANNING-JACKSON, Madeline",Women,Silver
,"TOUSSAINT, Cheryl Renee",Women,Silver
,"STEWART, Ian",Men,Bronze
,"VIREN, Lasse",Men,Gold
,"GAMMOUDI, Mohamed",Men,Silver
,"YOUNG, Lawrence Dean",Men,Bronze
,"KANNENBERG, Bernd",Men,Gold
,"SOLDATENKO, Veniamin",Men,Silver
,"BOIT, Michael",Men,Bronze
,"WOTTLE, David James",Men,Gold
,"ARZHANOV, Yevgeni",Men,Silver
,"HOFFMEISTER, Gunhild",Women,Bronze
,"FALCK-JANZE, Hildegard",Women,Gold
,"SABAITE, Niole",Women,Silver
,"KATUS, Ryszard",Men,Bronze
,"AVILOV, Nikolai",Men,Gold
,"LITVINENKO, Leonid",Men,Silver
,"BRUCH, Rickard",Men,Bronze
,"DANEK, Ludvik",Men,Gold
,"SILVESTER, L.Jay",Men,Silver
,"STOEVA, Vassilka",Women,Bronze
,"MELNIK, Faina",Women,Gold
,"MENIS, Argentina",Women,Silver
,"KHMELEVSKY, Vasili",Men,Bronze
,"BONDARCHUK, Anatoli",Men,Gold
,"SACHSE, Jochen",Men,Silver
,"STONES, Dwight Edwin",Men,Bronze
,"TARMAK, Yuri",Men,Gold
,"JUNGE, Stefan",Men,Silver
,"GUSENBAUER-MAJDAN, Ilona",Women,Bronze
,"MEYFARTH, Ulrike",Women,Gold
,"BLAGOEVA-DIMITROVA, Yordanka",Women,Silver
,"SCHMIDT, William David",Men,Bronze
,"WOLFERMANN, Klaus",Men,Gold
,"LUSIS, Yanis",Men,Silver
,"SCHMIDT, Kathryn Joan",Women,Bronze
,"FUCHS, Ruth",Women,Gold
,"TODTEN-HEIN, Jaqueline",Women,Silver
,"ROBINSON, Arnie",Men,Bronze
,"WILLIAMS, Randel Luvelle",Men,Gold
,"BAUMGARTNER, Hans",Men,Silver
,"SURANOVA, Eva",Women,Bronze
,"ROSENDAHL, Heidemarie",Women,Gold
,"CHRISTOVA-YORGOVA, Diana",Women,Silver
,"WOLDE, Mamo",Men,Bronze
,"SHORTER, Frank Charles",Men,Gold
,"LISMONT, Karel",Men,Silver
,"POLLAK, Burglinde",Women,Bronze
,"PETERS, Mary",Women,Gold
,"ROSENDAHL, Heidemarie",Women,Silver
,"JOHNSON, Jan Eric",Men,Bronze
,"NORDWIG, Wolfgang",Men,Gold
,"SEAGREN, Robert Lloyd",Men,Silver
,"BRIESENICK, Hartmut",Men,Bronze
,"KOMAR, Wladyslaw",Men,Gold
,"WOODS, George Roger",Men,Silver
,"CHRISTOVA-TODOROVA, Ivanka Mikailova",Women,Bronze
,"CHIZHOVA, Nadezhda",Women,Gold
,"HELMBOLD-GUMMEL, Margitta",Women,Silver
,"PRUDENCIO, Nelson",Men,Bronze
,"SANEEV, Viktor",Men,Gold
,"DREHMEL, Jörg",Men,Silver
,"ALVAREZ POZO, Miguel",Men,Bronze
,"CALDERON GOMEZ, Miguel",Men,Bronze
,"CANIZARES POEY, Rafael",Men,Bronze
,"CHAPPE GARCIA, Pedro",Men,Bronze
,"DOMECQ FORTUONDO, Juan Carlos",Men,Bronze
,"HERRERA MARTINEZ, Tomas",Men,Bronze
,"HERRERA TABIO, Ruperto",Men,Bronze
,"PEREZ ARMENTEROS, Conrado",Men,Bronze
,"ROCA BRUNET, Juan",Men,Bronze
,"STANDARD JOHNSON, Franklin",Men,Bronze
,"URGELLES GUIBOT, Alejandro",Men,Bronze
,"VARONA VARONA, Oscar",Men,Bronze
,"BELOV, Aleksandr",Men,Gold
,"BELOV, Sergei",Men,Gold
,"BOLOSHEV, Aleksandr",Men,Gold
,"DVORNY, Ivan",Men,Gold
,"EDESHKO, Ivan",Men,Gold
,"KORKIYA, Mikhail",Men,Gold
,"KOVALENKO, Sergei",Men,Gold
,"PAULAUSKAS, Modestas",Men,Gold
,"POLIVODA, Anatoli",Men,Gold
,"SAKANDELIDZE, Zurab",Men,Gold
,"VOLNOV, Gennadi",Men,Gold
,"ZHARMUKHAMEDOV, Alzhan",Men,Gold
,"BANTOM, Michael Allen",Men,Silver
,"BREWER, James Turner",Men,Silver
,"BURLESON, Thomas Loren",Men,Silver
,"COLLINS, Paul Douglas",Men,Silver
,"DAVIS, Kenneth Bryan",Men,Silver
,"FORBES, James Ricardo",Men,Silver
,"HENDERSON, Thomas Edward",Men,Silver
,"JONES, Dwight Elmo",Men,Silver
,"JONES, Robert Clyde",Men,Silver
,"JOYCE, Kevin Francis",Men,Silver
,"MCMILLEN, Charles Thomas",Men,Silver
,"RATLEFF, William Edward",Men,Silver
,"EVANS, Ralph",Men,Bronze
,"RODRIGUEZ CAL, Enrique",Men,Bronze
,"GEDO, György",Men,Gold
,"KIM, U Gil",Men,Silver
,"HUSSING, Peter",Men,Bronze
,"THOMSEN, Hasse",Men,Bronze
,"STEVENSON, Teofilo",Men,Gold
,"ALEXE, Ion",Men,Silver
,"BLAZYNSKI, Leszek",Men,Bronze
,"RODRIGUEZ GUARDIOLA, Douglas",Men,Bronze
,"KOSTADINOV, Georghi",Men,Gold
,"RWABDOGO, Leo",Men,Silver
,"CARRERAS, Ricardo Luis",Men,Bronze
,"TURPIN, George",Men,Bronze
,"MARTINEZ ROMERO, Orlando",Men,Gold
,"ZAMORA, Alfonso",Men,Silver
,"BOTOS, Andras",Men,Bronze
,"ROJAS, Clemente",Men,Bronze
,"KUZNETSOV, Boris",Men,Gold
,"WARUINGE, Philip",Men,Silver
,"MBUGUA, Samuel",Men,Bronze
,"PEREZ, Alfonso",Men,Bronze
,"SZCZEPANSKI, Jan",Men,Gold
,"ORBAN, Laszlo",Men,Silver
,"DABORG, Issaka",Men,Bronze
,"VUJIN, Zvonimir",Men,Bronze
,"SEALES, Ray P.",Men,Gold
,"ANGELOV, Angel",Men,Silver
,"MURUNGA, Richard (Tiger)",Men,Bronze
,"VALDEZ, John (Jesse)",Men,Bronze
,"CORREA VAILLANT, Emilio",Men,Gold
,"KAJDI, Janos",Men,Silver
,"MINTER, Alan",Men,Bronze
,"TIEPOLD, Peter",Men,Bronze
,"KOTTYSCH, Dieter",Men,Gold
,"RUDKOWSKI, Wieslaw",Men,Silver
,"AMARTEY, Prince",Men,Bronze
,"JOHNSON, Marvin L.",Men,Bronze
,"LEMECHEW, Viacheslav",Men,Gold
,"VIRTANEN, Reima Valdemar",Men,Silver
,"GORTAT, Janusz",Men,Bronze
,"IKHOURIA, Isaac",Men,Bronze
,"PARLOV, Mate",Men,Gold
,"CARRILLO QUESADA, Gilberto",Men,Silver
,"LEWE, Detlef",Men,Bronze
,"PATZAICHIN, Ivan",Men,Gold
,"WICHMANN, Tamas",Men,Silver
,"BURTCHIN, Ivan",Men,Bronze
,"DAMIANOV, Fedia",Men,Bronze
,"CHESSYUNAS, Vladislavas",Men,Gold
,"LOBANOV, Yuri",Men,Gold
,"COVALIOV, Serghei",Men,Silver
,"PATZAICHIN, Ivan",Men,Silver
,"CSAPO, Geza",Men,Bronze
,"SHAPARENKO, Aleksandr",Men,Gold
,"PETERSON, Rolf",Men,Silver
,"PFEFFER, Anna",Women,Bronze
,"RYABCHINSKAYA, Yulia",Women,Gold
,"JAAPIES, Marie (Mieke)",Women,Silver
,"PISZCZ, Rafal Maciej",Men,Bronze
,"SZUSZKIEWICZ, Wladyslaw",Men,Bronze
,"GORBACHEV, Nikolai",Men,Gold
,"KRATASYUK, Viktor",Men,Gold
,"DEME, Jozsef",Men,Silver
,"RATKAI, Janos",Men,Silver
,"DUMITRU, Viorica",Women,Bronze
,"NICHIFOROV-MIHOREANU, Maria",Women,Bronze
,"KHVEDOSYUK-PINAEVA, Lyudmila",Women,Gold
,"KURYSHKO, Ekaterina",Women,Gold
,"GRABOWSKY, Petra",Women,Silver
,"KASCHUBE, Ilse",Women,Silver
,"AMUNDSEN, Steinar",Men,Bronze
,"BERGER, Tore",Men,Bronze
,"JOHANSEN, Jan",Men,Bronze
,"SÖBY, Egil Wike",Men,Bronze
,"DIDENKO, Valeri",Men,Gold
,"FILATOV, Yuri",Men,Gold
,"MOROZOV, Vladimir",Men,Gold
,"STETSENKO, Yuri",Men,Gold
,"SCIOTNIC, Atanase",Men,Silver
,"VARTOLOMEU, Roman",Men,Silver
,"VERNESCU, Aurel",Men,Silver
,"ZAFIU, Mihai",Men,Silver
,"MCEWAN, James Patrick",Men,Bronze
,"EIBEN, Reinhard",Men,Gold
,"KAUDER, Reinhold",Men,Silver
,"OLRY, Jean-Claude",Men,Bronze
,"OLRY, Jean-Louis",Men,Bronze
,"AMEND, Rolf-Dieter",Men,Gold
,"HOFMANN, Walter",Men,Gold
,"BAUES, Wilhelm Bernd",Men,Silver
,"SCHUMACHER, Hans-Otto",Men,Silver
,"GIMPEL, Harald",Men,Bronze
,"HORN, Siegbert",Men,Gold
,"SATTLER, Norbert",Men,Silver
,"WUNDERLICH, Magdalena",Women,Bronze
,"BAHMANN, Angelika",Women,Gold
,"GROTHAUS, Gisela",Women,Silver
,"KUIPER, Hennie",Men,Gold
,"SEFTON, Clyde",Men,Silver
,"KOMNATOV, Gennadi",Men,Gold
,"LIKHACHEV, Valery",Men,Gold
,"SHUKHOV, Boris",Men,Gold
,"YARDY, Valery",Men,Gold
,"BARCIK, Edward",Men,Silver
,"LIS, Lucjan",Men,Silver
,"SZOZDA, Stanislaw",Men,Silver
,"SZURKOWSKI, Ryszard",Men,Silver
,"SCHÜTZE, Jürgen",Men,Bronze
,"FREDBORG, Niels Christian",Men,Gold
,"CLARK, Daniel",Men,Silver
,"BEK, Andrzej",Men,Bronze
,"KOCOT, Benedykt",Men,Bronze
,"SEMENETS, Vladimir",Men,Gold
,"TSELOVALNIKOV, Igor",Men,Gold
,"GESCHKE, Hans-Jürgen",Men,Silver
,"OTTO, Werner",Men,Silver
,"LUTZ, Hans",Men,Bronze
,"KNUDSEN, Knut",Men,Gold
,"KURMANN, Xaver",Men,Silver
,"PKHAKADZE, Omar",Men,Bronze
,"MORELON, Daniel",Men,Gold
,"NICHOLSON, John Michael",Men,Silver
,"BENNETT, Michael John",Men,Bronze
,"HALLAM, Ian",Men,Bronze
,"KEEBLE, Ronald James",Men,Bronze
,"MOORE, William",Men,Bronze
,"COLOMBO, Jürgen",Men,Gold
,"HARITZ, Günter",Men,Gold
,"HEMPEL, Udo",Men,Gold
,"SCHUHMACHER, Günther",Men,Gold
,"HUSCHKE, Thomas",Men,Silver
,"RICHTER, Heinz",Men,Silver
,"RICHTER, Herbert",Men,Silver
,"UNTERWALDER, Uwe",Men,Silver
,"NECKERMANN, Josef",Men,Bronze
,"LINSENHOFF, Liselott",Women,Gold
,"PETUSHKOVA, Elena",Women,Silver
,"KALITA, Ivan",Men,Gold
,"KIZIMOV, Ivan",Men,Gold
,"NECKERMANN, Josef",Men,Silver
,"HAKANSSON, Ulla",Women,Bronze
,"SWAAB, Ninna",Women,Bronze
,"VON ROSEN, Maud",Women,Bronze
,"PETUSHKOVA, Elena",Women,Gold
,"LINSENHOFF, Liselott",Women,Silver
,"SCHLÜTER-SCHMIDT, Karin",Women,Silver
,"JÖNSSON, Jan",Men,Bronze
,"MEADE, Richard John Hanray",Men,Gold
,"ARGENTON, Alessandro",Men,Silver
,"GOESSING, Ludwig (Lutz)",Men,Bronze
,"KARSTEN, Horst",Men,Bronze
,"KLUGMANN, Harry",Men,Bronze
,"SCHULTZ, Karl",Men,Bronze
,"MEADE, Richard John Hanray",Men,Gold
,"PHILLIPS, Mark Anthony Peter",Men,Gold
,"DAVIDSON, Bruce Oram",Men,Silver
,"FREEMAN, Kevin John",Men,Silver
,"PLUMB, John Michael",Men,Silver
,"WOFFORD, James Cunningham",Men,Silver
,"GORDON-WATSON, Mary Diana",Women,Gold
,"PARKER, Bridget",Women,Gold
,"SHAPIRO, Neal",Men,Bronze
,"MANCINELLI, Graziano",Men,Gold
,"MOORE, Ann Elizabeth",Women,Silver
,"D'INZEO, Piero",Men,Bronze
,"D'INZEO, Raimondo",Men,Bronze
,"MANCINELLI, Graziano",Men,Bronze
,"ORLANDI, Vittorio",Men,Bronze
,"LIGGES, Fritz",Men,Gold
,"STEENKEN, Hartwig",Men,Gold
,"WILTFANG, Gerhard (Gerd)",Men,Gold
,"WINKLER, Hans Günter",Men,Gold
,"CHAPOT, Frank Davis",Men,Silver
,"SHAPIRO, Neal",Men,Silver
,"STEINKRAUS, William Clark",Men,Silver
,"KUSNER, Kathryn Hallowell",Women,Silver
,"KULCSAR, Gyözö",Men,Bronze
,"FENYVESI, Csaba",Men,Gold
,"LADEGAILLERIE, Jacques",Men,Silver
,"KRISS, Grigori",Men,Bronze
,"MODZALEVSKY, Viktor",Men,Bronze
,"PARAMONOV, Sergei",Men,Bronze
,"VALETOV, Igor",Men,Bronze
,"ZAZHITSKY, Georgi",Men,Bronze
,"ERDÖS, Sandor",Men,Gold
,"FENYVESI, Csaba",Men,Gold
,"KULCSAR, Gyözö",Men,Gold
,"OSZTRICS, Istvan",Men,Gold
,"SCHMITT, Pal",Men,Gold
,"EVEQUOZ, Guy",Men,Silver
,"GIGER, Daniel",Men,Silver
,"KAUTER, Christian",Men,Silver
,"LÖTSCHER, Peter",Men,Silver
,"SUCHANECKI, Francois",Men,Silver
,"NOËL, Christian",Men,Bronze
,"WOYDA, Witold",Men,Gold
,"KAMUTI, Jenö",Men,Silver
,"GOROKHOVA, Galina",Women,Bronze
,"RAGNO-LONZI, Antonella",Women,Gold
,"BOBIS-FERKASINSZKY, Ildiko",Women,Silver
,"BEROLATTI, Gilles",Men,Bronze
,"MAGNAN, Jean-Claude",Men,Bronze
,"NOËL, Christian",Men,Bronze
,"REVENU, Daniel",Men,Bronze
,"TALVARD, Bernard",Men,Bronze
,"DABROWSKI, Marek",Men,Gold
,"GODEL, Arkadiusz",Men,Gold
,"KACZMAREK, Jerzy",Men,Gold
,"KOZIEJOWSKI, Lech",Men,Gold
,"WOYDA, Witold",Men,Gold
,"DENISOV, Vladimir",Men,Silver
,"KOTETSEV, Anatoli",Men,Silver
,"PUTYATIN, Viktor",Men,Silver
,"ROMANOV, Leonid",Men,Silver
,"STANKOVICH, Vasili",Men,Silver
,"DERSIDAN-ENE-PASCU, Ana",Women,Bronze
,"GYULAI-DRIMBA-JENEI, Ileana",Women,Bronze
,"IENCIC-STAHL, Ecaterina Clara",Women,Bronze
,"ORBAN-SZABO, Olga",Women,Bronze
,"CHIRKOVA, Svetlana",Women,Gold
,"GOROKHOVA, Galina",Women,Gold
,"NOVIKOVA-BELOVA, Elena",Women,Gold
,"PETRENKO-SAMUSENKO, Tatyana",Women,Gold
,"ZABELINA, Aleksandra",Women,Gold
,"BOBIS-FERKASINSZKY, Ildiko",Women,Silver
,"GULACSI-SZOLNOKI, Maria",Women,Silver
,"MATUSCAK-RONAY, Ildiko",Women,Silver
,"REJTO-UJLAKI, Ildiko",Women,Silver
,"SCHWARCZENBERGER, Ildiko",Women,Silver
,"NAZLYMOV, Vladimir",Men,Bronze
,"SIDYAK, Viktor",Men,Gold
,"MAROTH, Peter",Men,Silver
,"BAKONYI, Peter",Men,Bronze
,"GEREVICH, Pal",Men,Bronze
,"KOVACS, Tamas",Men,Bronze
,"MAROTH, Peter",Men,Bronze
,"PEZSA, Tibor",Men,Bronze
,"MAFFEI, Michele",Men,Gold
,"MONTANO, Mario Aldo",Men,Gold
,"MONTANO, Mario Tullio",Men,Gold
,"RIGOLI, Rolando",Men,Gold
,"SALVADORI, Cesare",Men,Gold
,"BASHENOV, Viktor",Men,Silver
,"NAZLYMOV, Vladimir",Men,Silver
,"RAKITA, Mark",Men,Silver
,"SIDYAK, Viktor",Men,Silver
,"VINOKUROV, Eduard",Men,Silver
,"ANDRIASYAN, Arkadi",Men,Bronze
,"BLOKHIN, Oleg",Men,Bronze
,"BRANSCH, Bernd",Men,Bronze
,"CROY, Jürgen",Men,Bronze
,"DUCKE, Peter",Men,Bronze
,"DZODZUASHVILI, Revaz",Men,Bronze
,"ELISEEV, Yuri",Men,Bronze
,"EVRYUZHIKHIN, Gennadi",Men,Bronze
,"GANZERA, Frank",Men,Bronze
,"HÄFNER, Reinhard",Men,Bronze
,"IRMSCHER, Harald",Men,Bronze
,"ISTOMIN, Yuri",Men,Bronze
,"KAPLICHNY, Vladimir",Men,Bronze
,"KHURCILAVA, Murtaz",Men,Bronze
,"KOLOTOV, Viktor",Men,Bronze
,"KREISCHE, Hans-Jürgen",Men,Bronze
,"KUKSOV, Anatoli",Men,Bronze
,"KURBJUWEIT, Lothar",Men,Bronze
,"LOVCHEV, Yevgeni",Men,Bronze
,"OLSHANSKY, Sergei",Men,Bronze
,"ONISHCHENKO, Vladimir",Men,Bronze
,"PILGUI, Vladimir",Men,Bronze
,"POMMERENKE, Jürgen",Men,Bronze
,"RUDAKOV, Yevgeni",Men,Bronze
,"SABO, Iosef",Men,Bronze
,"SCHULENBERG, Ralf",Men,Bronze
,"SEGUIN, Wolfgang",Men,Bronze
,"SEMENOV, Vyacheslav",Men,Bronze
,"SPARWASSER, Jürgen",Men,Bronze
,"STREICH, Joachim",Men,Bronze
,"VOGEL, Eberhard",Men,Bronze
,"WATZLICH, Siegmar",Men,Bronze
,"WEISE, Konrad",Men,Bronze
,"YAKUBIK, Andrei",Men,Bronze
,"ZANAZANYAN, Oganes",Men,Bronze
,"ZAPF, Manfred",Men,Bronze
,"ANCZOK, Zygmunt",Men,Gold
,"CMIKIEWICZ, Leslaw",Men,Gold
,"DEYNA, Kazimierz",Men,Gold
,"GADOCHA, Robert",Men,Gold
,"GORGON, Jerzy",Men,Gold
,"GUT, Zbigniew",Men,Gold
,"KMIECIK, Kazimierz",Men,Gold
,"KOSTKA, Hubert",Men,Gold
,"KRASKA, Jerzy",Men,Gold
,"LATO, Grzegorz",Men,Gold
,"LUBANSKI, Wlodzimierz",Men,Gold
,"MARX, Joachim",Men,Gold
,"MASZCZYK, Zygmunt",Men,Gold
,"OSTAFINSKI, Marjan",Men,Gold
,"SZOLTYSIK, Zygfryd",Men,Gold
,"SZYMANOWSKI, Antoni",Men,Gold
,"SZYMCZAK, Ryszard",Men,Gold
,"BALINT, Laszlo",Men,Silver
,"BRANIKOVICS, Laszlo",Men,Silver
,"DUNAI, Antal",Men,Silver
,"DUNAI, Ede",Men,Silver
,"GECZI, Istvan",Men,Silver
,"JUHASZ, Peter",Men,Silver
,"KOCSIS, Lajos",Men,Silver
,"KOVACS, Jozsef",Men,Silver
,"KOZMA, Mihaly",Men,Silver
,"KU, Lajos",Men,Silver
,"PANCSICS, Miklos",Men,Silver
,"ROTHERMEL, Adam",Men,Silver
,"SZUCS, Lajos",Men,Silver
,"TOTH, Kalman",Men,Silver
,"VARADI, Bela",Men,Silver
,"VEPI, Peter",Men,Silver
,"VIDACS, Csaba",Men,Silver
,"JANZ, Karin",Women,Bronze
,"KORBUT, Olga",Women,Gold
,"LAZAKOVICH, Tamara",Women,Silver
,"KASAMATSU, Shigeru",Men,Bronze
,"ANDRIANOV, Nikolay",Men,Gold
,"NAKAYAMA, Akinori",Men,Silver
,"LAZAKOVICH, Tamara",Women,Bronze
,"KORBUT, Olga",Women,Gold
,"TURISCHEVA, Lyudmila",Women,Silver
,"KASAMATSU, Shigeru",Men,Bronze
,"TSUKAHARA, Mitsuo",Men,Gold
,"KATO, Sawao",Men,Silver
,"NAKAYAMA, Akinori",Men,Bronze
,"KATO, Sawao",Men,Gold
,"KENMOTSU, Eizo",Men,Silver
,"LAZAKOVICH, Tamara",Women,Bronze
,"TURISCHEVA, Lyudmila",Women,Gold
,"JANZ, Karin",Women,Silver
,"KENMOTSU, Eizo",Men,Bronze
,"KATO, Sawao",Men,Gold
,"KASAMATSU, Shigeru",Men,Silver
,"KENMOTSU, Eizo",Men,Bronze
,"KLIMENKO, Viktor",Men,Gold
,"KATO, Sawao",Men,Silver
,"TSUKAHARA, Mitsuo",Men,Bronze
,"NAKAYAMA, Akinori",Men,Gold
,"VORONIN, Mikhail",Men,Silver
,"BREHME, Matthias",Men,Bronze
,"KLOTZ, Wolfgang",Men,Bronze
,"KÖSTE, Klaus",Men,Bronze
,"PAEKE, Jürgen",Men,Bronze
,"RYCHLY, Reinhard",Men,Bronze
,"THÜNE, Wolfgang",Men,Bronze
,"KASAMATSU, Shigeru",Men,Gold
,"KATO, Sawao",Men,Gold
,"KENMOTSU, Eizo",Men,Gold
,"NAKAYAMA, Akinori",Men,Gold
,"OKAMURA, Teruichi",Men,Gold
,"TSUKAHARA, Mitsuo",Men,Gold
,"ANDRIANOV, Nikolay",Men,Silver
,"KLIMENKO, Viktor",Men,Silver
,"MALEEV, Aleksandr",Men,Silver
,"MIKAELIAN, Edvard",Men,Silver
,"SHUKIN, Vladimir",Men,Silver
,"VORONIN, Mikhail",Men,Silver
,"BEKESI, Ilona",Women,Bronze
,"CSASZAR, Monika",Women,Bronze
,"KELEMEN, Marta",Women,Bronze
,"KERY, Aniko",Women,Bronze
,"MEDVECZKY, Krisztina",Women,Bronze
,"NAGY, Zsuzsa",Women,Bronze
,"BURDA, Lyubov",Women,Gold
,"KORBUT, Olga",Women,Gold
,"KOSHEL, Antonina",Women,Gold
,"LAZAKOVICH, Tamara",Women,Gold
,"SAADI, Elvira",Women,Gold
,"TURISCHEVA, Lyudmila",Women,Gold
,"ABEL, Irene",Women,Silver
,"HELLMANN, Angelika",Women,Silver
,"JANZ, Karin",Women,Silver
,"SCHMEISSER, Richarda",Women,Silver
,"SCHMITT, Christine",Women,Silver
,"ZUCHOLD, Erika",Women,Silver
,"JANZ, Karin",Women,Gold
,"KORBUT, Olga",Women,Silver
,"ZUCHOLD, Erika",Women,Silver
,"ANDRIANOV, Nikolay",Men,Bronze
,"KÖSTE, Klaus",Men,Gold
,"KLIMENKO, Viktor",Men,Silver
,"TURISCHEVA, Lyudmila",Women,Bronze
,"JANZ, Karin",Women,Gold
,"ZUCHOLD, Erika",Women,Silver
,"BIRTALAN, Stefan",Men,Bronze
,"COSMA, Adrian",Men,Bronze
,"DINCA, Alexandru",Men,Bronze
